id,question,choice_a,choice_b,choice_c,choice_d,choice_e,answer,explanation,image
137,ＮＤＴ手順書(または手順)で規定されるべき項目について述べたものである。間違っているもの ．．．．．．．． を選 べ。,試験・検査作業を行う範囲をどこまでとするかは規定すべきである。,対象となる試験体の材質、寸法は規定されるべきである。,ＮＤＴ手順書で使用する規格が規定されるべきである。,使用する探傷装置の名称、型式などは規定する必要はない。,試験周波数、検査速度、感度調整方法等の探傷条件が規定されるべきである。,d,＊誤っているもの 215P 11.2 表11.2.1 表11.2.1 より，(d)が誤り。,
138,次の文は手順書について述べたものである。正しいものを選べ。,手順書とは、渦流探傷試験の受注者がその試験をどのように行うのかを、発注者に提示する文書で ある。,手順書とは、渦流探傷試験の要求事項を網羅して記載した文書である。,手順書とは、渦流探傷試験をどのように行うべきかをひとつひとつ詳細に記述した文書である。,手順書とは、渦流探傷試験の発注者が入札者に見積が可能なように試験内容を開示した文書である。,,a,199P 10.2.1，10.2.2，215P 11.2.3 P215～P216 11.2.3 NDT 手順書参照 (a)○ (b)渦流探傷試験の要求事項を網羅して記載した文書⇒仕様書☓ (c)渦流探傷試験をどのように行うべきかをひとつひとつ詳細に記述した文書⇒指示書☓ (d)渦流探傷試験の発注者が入札者に見積が可能なように試験内容を開示した文書⇒手順書ではない。☓,
139,次のうち、JIS Z 2315「渦流探傷装置の総合性能の測定方法」に規定されている対比試験片の人工き ずはどれか。正しいものを一つ選び、記号で答えよ。,角溝のみ,ドリル穴のみ,Ｖノッチ,角溝又はドリル穴,,d,212P 表11.1.5 JIS Z 2315 は貫通コイルを用いる装置の総合性能を求める規格であり，検出力としての S/N の測定方 法及び表示方法を示している。総合性能であることから，対比試験体を用いた試験が行われ， (d)の「角 溝又はドリル穴」が正答となる。 補＞JIS G 0583:2012 でJIS Z 2315:1991 を引用した総合性能の規定がある。 注＞NDT フラッシュ60-8 問4 で解説されている，JIS Z 2314「渦流探傷器の性能測定方法」は廃止され ている。,
140,次の文は，探傷装置の調整と確認について述べたものである。正しいものを選べ。,銅合金管の渦流探傷試験では，試験速度でコイル中に対比試験片を通過させ，3 個の人工きずをす べて検出するように，試験装置の感度を調整する。,鋼管の渦流探傷試験では，対比試験片における4 個の人工きずの全てを同等のレベルで検出しなけ ればならない。,調整と確認を行って作業を開始してから，3 時間後に作業を一度休止した。その後，作業を再開した が，その時調整と確認は行わなかった。,試験終了の3 時間前に調整と確認を行っていたので，終了時の確認を省略した。,同種の装置が3 系列あるので，一つの装置で決めた設定値を他の装置にもあてはめた。,a,212P 表11.1.5 表11.1.5 に，JIS H 0502（銅及び銅合金管のか（渦）流探傷試験方法）の6.探傷感度に「試験片を試 験と同じ速度で通過させ，3 個の対比欠陥のすべて検出する」との記述がある。(a)が正しい。 (b)はJIS G 0583（鋼管の自動渦電流探傷検査方法）では，「各探傷作業の開始時に行う装置の感度調整 は，鋼材規格又は受渡当事者間の協定によって規定する許容レベル又は区分の人工きずから，明瞭に識 別できる信号が得られなければならない。」「人工きずから得られる信号のうち，最小の信号で警報が作 動するように，感度調整を行う。」の記述があるが，「同等のレベルで検出しなければならない ．．．．．．．．．．．．．．．．．． 。」とい う文言がないので，誤りと考えられる。(c)(d)(e)も誤り。 注＞表11.1.5 のJIS H 0502 の制定年が1980 となっているが1986 が正しい。,
141,貫通プローブを用いた探傷試験における心出し調整について述べたものである。次の中から正しいも のをーつ選び，記号で答えなさい。,移相器を90°ずつ回転して試験を繰り返し，同じ指示が得られるように位相を調整する。,対比試験片を90°ずつ回転して試験を繰り返し，同じ指示か得られるように心出し装置を調整す る。,対比試験片を90°ずつ回転して試験を繰り返し，同じ指示が得られるように位相を設定する。,対比試験片を90°ずつ回転して試験を練り返し，同じ指示が得られるようにブリッジの平衡を調 整する。,,b,65P 4.5.6 図4.5.3，76P 5.6.5，91P 6.2.2，116P 7.2.4(2)6）図7.2.11 コイルに対して試験体が偏心していると，同じきずでも試験体の円周方向位置によって信号の大きさ が変わってしまうので，これを避けるために心出し調整をする。b）が正しい。 補＞JIS G 0583:2012 では対比試験片について「貫通コイル法を用いる場合，対比試験片には，厚さ方 向に貫通した三つ又は四つのドリル穴を加工しなければならない。ドリル穴は，それぞれの場合で，円 周方向に120°又は90°の位置とする。代替法として，厚さ方向に貫通したただ一つのドリル穴を加 工した対比試験片を用いて，ドリル穴を0°，90°，180°及び270°の位置に変えて装置を通過させ， 感度調整及び感度の確認をしなければならない。」とある。,
142,次の文は，JIS G 0583 に基づく探傷装置の調整と確認について述べたものである。正しいものを一つ 選び，記号で答えなさい。,試験開始直前に調整を行い。試験途中は８時間毎に確認を行った。,装置の調整後，位相つまみに触れてしまったが。装置の再調整はしなかった。,試験を終了したとき調整と確認後３時間しか経過していなかったので，終了時の確認を省略した。,鋼管の連続試験においては12 時閻ごとに対比試験片を用いて調整の状態を点検した。,,a,（新問題集に解説あり） 212P 11.1.5 表11.1.5 表11.1.5 の規定項目7.より，ａ）が正しい。,
143,次の文は，JIS G 0583 : 2012 において試験中の装置の感度確認について述べたものである。次の中 から正しいものを一つ選び，記号で答えなさい。,作業開始のとき，感度調盤を行った直後は特に感度の確認を行わなくても良い。,同一作業で検査作業を終了する30 分前に感度確認を行っているので，作業終了時は感度の確認を 行わなくても良い。,同一作業で連続する作業が続くとき，少なくとも８時間ごとに感度の確認を行う。,運転室を一時間ほど空けたが，誰も運転室に入っていないようなので，感度の確認を行わず作業を 続けた。,,c,212P 11.1.5 表11.1.5 表11.1.5 の規定項目7.より，ｃ）が正しい。,
144,JIS G 0583：2012（鋼管の自動渦電流探傷検査方法）に規定しているに用いられている対比試験片に 加工する人工きずの形状を示したものである。次のうちから正しいものを一つ選び記号で答えよ。,ドリル穴及び角溝のみ,ドリル穴のみ,角溝のみ,ドリル穴、角溝及びやすり溝,,d,212P 11.1.5 表11.1.5 表11.1.5 の規定項目5.より，ｄ）が正しい。,
145,JIS H 0502 「銅及び銅合金管の渦流探傷試験方法」において，対比試験片の人工きずとして規定さ れているものはどれか。正しいものを一つ選び，記号で答えなさい。,貫通ドリル穴,平底ドリル穴,軸方向ヤスリきず,角溝,,a,212P 表11.1.5 表11.1.5 の規定項目5.より，(a)が正しい。,
146,次の語句はJIS H 0502 : 1986 で規定された対比きずについて述べたものである。これらの中から 正しいものを一つ選び，記号で答えなさい。,角溝,貫通ドリル穴,円周ヤスリキズ,平底ドリル穴,,b,212P 表11.1.5 表11.1.5 の規定項目5.より，(b)が正しい。,
147,JIS H 0515 チタン管の渦流探傷検査方法に規定されている人工きずはどれか。,ドリル穴又は角溝,ドリル穴又は平底ドリル穴,ドリル穴，円周又はすり溝,平底ドリル穴又は角溝,ドリル穴又はV ノッチ,a,212P 11.1.5 表11.1.5 ドリル穴又は角溝。 注＞問題集6.2-1 の設問のJIS H 0505 はミスプリと思われる。正しくはJIS H 0515。,
